# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS" "-g" "locus_tag" "-a" "../data/reference_sequences/tot_seqs.gff" "-o" "../data/rna_align/counttable_bb.txt" "-M" "../data/rna_align/1_CON_0_1_NEB_DPLEX.bam" "../data/rna_align/3_CON_2_1_NEB_DPLEX.bam" "../data/rna_align/4_CON_2_2_NEB_DPLEX.bam" "../data/rna_align/5_PNA_0_1_NEB_DPLEX.bam" "../data/rna_align/6_PNA_0_2_NEB_DPLEX.bam" "../data/rna_align/7_PNA_2_1_NEB_DPLEX.bam" "../data/rna_align/8_PNA_2_2_NEB_DPLEX.bam" "../data/rna_align/CON_0_1_RZ_DPLEX.bam" "../data/rna_align/CON_0_2_RZ_DPLEX.bam" "../data/rna_align/CON_2_1_RZ_DPLEX.bam" "../data/rna_align/CON_2_2_RZ_DPLEX.bam" "../data/rna_align/PNA_0_1_RZ_DPLEX.bam" "../data/rna_align/PNA_0_2_RZ_DPLEX.bam" "../data/rna_align/PNA_2_1_RZ_DPLEX.bam" "../data/rna_align/PNA_2_2_RZ_DPLEX.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/1_CON_0_1_NEB_DPLEX.bam	../data/rna_align/3_CON_2_1_NEB_DPLEX.bam	../data/rna_align/4_CON_2_2_NEB_DPLEX.bam	../data/rna_align/5_PNA_0_1_NEB_DPLEX.bam	../data/rna_align/6_PNA_0_2_NEB_DPLEX.bam	../data/rna_align/7_PNA_2_1_NEB_DPLEX.bam	../data/rna_align/8_PNA_2_2_NEB_DPLEX.bam	../data/rna_align/CON_0_1_RZ_DPLEX.bam	../data/rna_align/CON_0_2_RZ_DPLEX.bam	../data/rna_align/CON_2_1_RZ_DPLEX.bam	../data/rna_align/CON_2_2_RZ_DPLEX.bam	../data/rna_align/PNA_0_1_RZ_DPLEX.bam	../data/rna_align/PNA_0_2_RZ_DPLEX.bam	../data/rna_align/PNA_2_1_RZ_DPLEX.bam	../data/rna_align/PNA_2_2_RZ_DPLEX.bam
Bovatus_RS22480	NZ_CP012938.1	5978280	5978660	+	381	115	258	354	40	34	291	138	14	0	15	27	3	10	12	11
Bovatus_RS22485	NZ_CP012938.1	5978688	5979155	+	468	796	683	636	425	387	613	366	19	4	20	36	8	6	47	7
Bovatus_RS22490	NZ_CP012938.1	5979261	5980049	-	789	192	436	481	199	139	413	295	39	18	46	51	19	24	37	31
Bovatus_RS22495	NZ_CP012938.1	5980062	5981117	-	1056	137	108	91	283	186	163	100	69	158	157	36	86	144	106	19
Bovatus_RS22500	NZ_CP012938.1	5981258	5981896	+	639	119	297	358	43	53	301	172	21	22	29	19	15	6	35	21
Bovatus_RS22505	NZ_CP012938.1	5981962	5984598	+	2637	2979	6788	8171	1379	1326	7424	4432	446	63	299	692	175	89	730	186
Bovatus_RS22510	NZ_CP012938.1	5984716	5986614	+	1899	248	129	82	155	132	158	76	77	16	52	11	31	35	9	1
Bovatus_RS22515	NZ_CP012938.1	5986930	5987505	-	576	51	109	80	23	28	78	48	51	3	22	6	17	16	23	3
Bovatus_RS22520	NZ_CP012938.1	5987640	5988662	+	1023	248	151	113	175	114	157	67	6	2	13	3	7	7	4	0
Bovatus_RS22525	NZ_CP012938.1	5988831	5992220	+	3390	5556	2573	1333	5637	3837	3415	1992	318	638	668	161	255	236	461	98
Bovatus_RS22530	NZ_CP012938.1	5992233	5993747	+	1515	98	81	56	252	113	212	89	55	37	57	21	30	41	22	7
Bovatus_RS22535	NZ_CP012938.1	5993763	5995073	+	1311	126	105	29	94	104	39	71	8	17	12	5	9	3	8	1
Bovatus_RS22540	NZ_CP012938.1	5995126	5996667	+	1542	58	42	42	38	38	42	25	6	21	20	0	1	7	6	1
Bovatus_RS22545	NZ_CP012938.1	5996756	5999083	+	2328	62	64	56	90	56	70	44	32	66	66	6	26	31	10	4
Bovatus_RS22550	NZ_CP012938.1	5999151	6001286	+	2136	66	95	76	36	20	84	63	21	14	17	7	10	17	9	8
Bovatus_RS22555	NZ_CP012938.1	6001455	6002018	+	564	9	25	27	7	9	33	14	7	3	2	7	4	1	3	1
Bovatus_RS22560	NZ_CP012938.1	6002145	6003179	+	1035	1546	767	344	1311	1018	680	526	130	281	303	67	136	65	114	16
Bovatus_RS22565	NZ_CP012938.1	6003292	6006507	+	3216	107	66	60	111	68	71	40	149	277	244	47	73	68	86	13
Bovatus_RS22570	NZ_CP012938.1	6006539	6008290	+	1752	523	285	126	416	355	248	148	11	14	15	1	12	11	14	3
Bovatus_RS22575	NZ_CP012938.1	6008313	6009581	+	1269	31	38	24	15	18	42	13	5	3	6	1	4	0	1	0
Bovatus_RS22580	NZ_CP012938.1	6009587	6011593	+	2007	66	51	26	45	52	45	22	20	9	21	7	9	5	7	3
Bovatus_RS22585	NZ_CP012938.1	6011731	6012177	-	447	311	629	791	160	146	724	408	48	3	45	39	25	8	59	20
Bovatus_RS22590	NZ_CP012938.1	6012239	6013345	-	1107	166	378	454	76	76	497	303	30	4	18	34	13	13	38	16
Bovatus_RS22595	NZ_CP012938.1	6013520	6016837	-	3318	2644	5402	6730	1414	1241	6617	3509	384	59	267	521	158	102	547	201
Bovatus_RS22600	NZ_CP012938.1	6017050	6018624	-	1575	304	687	692	188	135	716	468	61	31	72	67	34	21	88	33
Bovatus_RS22605	NZ_CP012938.1	6018624	6019811	-	1188	210	605	669	113	104	525	318	42	12	29	65	29	15	56	14
Bovatus_RS22610	NZ_CP012938.1	6020170	6020958	+	789	302	704	748	126	93	686	408	51	6	26	45	7	9	46	15
Bovatus_RS22615	NZ_CP012938.1	6020945	6022216	+	1272	823	1935	2097	416	359	1718	1143	84	23	81	159	31	24	175	35
Bovatus_RS22620	NZ_CP012938.1	6022275	6023600	+	1326	4518	11297	13342	2154	1985	11496	6979	608	119	545	889	214	108	1152	352
Bovatus_RS22625	NZ_CP012938.1	6023644	6024258	+	615	252	700	762	139	129	684	403	56	6	25	56	14	6	65	35
Bovatus_RS22630	NZ_CP012938.1	6024262	6025518	+	1257	439	1012	1260	238	228	1067	678	44	9	24	65	19	13	66	23
Bovatus_RS22635	NZ_CP012938.1	6025638	6027779	+	2142	5355	12871	15208	2509	2282	13522	7460	903	96	598	1385	355	170	1551	476
Bovatus_RS22640	NZ_CP012938.1	6027991	6031344	+	3354	285	299	360	214	176	312	180	47	34	62	39	25	29	31	7
Bovatus_RS22645	NZ_CP012938.1	6031448	6032482	+	1035	647	1165	1267	381	291	1155	683	61	7	48	111	27	18	111	32
Bovatus_RS22650	NZ_CP012938.1	6032501	6033541	+	1041	392	1143	1387	267	208	1202	646	63	8	66	102	17	16	88	49
Bovatus_RS22655	NZ_CP012938.1	6033546	6034640	+	1095	506	1184	1432	261	250	1324	800	68	6	66	93	34	22	148	25
Bovatus_RS22660	NZ_CP012938.1	6034650	6035891	+	1242	435	1020	1257	234	189	1181	653	58	29	53	65	15	16	96	24
Bovatus_RS22665	NZ_CP012938.1	6035878	6036405	+	528	200	400	461	108	67	467	270	19	11	31	37	13	5	69	8
Bovatus_RS22670	NZ_CP012938.1	6036411	6037184	+	774	475	767	875	264	235	880	481	45	12	36	61	16	9	54	6
Bovatus_RS22675	NZ_CP012938.1	6037191	6037586	+	396	729	1744	1948	332	288	1610	977	202	16	171	254	73	27	340	113
Bovatus_RS22680	NZ_CP012938.1	6037834	6039222	+	1389	992	2396	3018	401	374	2358	1503	73	23	43	160	44	33	132	58
Bovatus_RS22685	NZ_CP012938.1	6039320	6039670	+	351	96	191	234	49	62	214	107	19	1	5	17	11	1	17	10
Bovatus_RS22690	NZ_CP012938.1	6039853	6040137	-	285	115	275	383	42	59	315	201	19	3	8	13	6	3	19	7
Bovatus_RS22695	NZ_CP012938.1	6040174	6041241	-	1068	505	912	1290	297	191	1223	654	46	11	27	56	13	20	65	21
Bovatus_RS22700	NZ_CP012938.1	6041314	6042825	-	1512	447	1092	1405	233	200	1173	688	52	18	51	87	14	17	120	21
Bovatus_RS22705	NZ_CP012938.1	6043888	6044112	+	225	4	1	16	2	7	6	5	1	0	4	3	1	1	0	1
Bovatus_RS22710	NZ_CP012938.1	6044306	6045850	+	1545	360	658	744	156	188	628	428	23	5	33	55	11	16	37	23
Bovatus_RS22715	NZ_CP012938.1	6045891	6046427	+	537	454	1306	1541	185	195	1309	668	55	9	35	65	15	14	71	34
Bovatus_RS22720	NZ_CP012938.1	6046487	6047056	+	570	3438	8142	9528	1622	1406	8086	4855	395	38	282	582	171	71	648	246
Bovatus_RS22725	NZ_CP012938.1	6047146	6048312	+	1167	1078	2484	3199	639	511	3044	1747	90	9	61	169	43	16	169	44
Bovatus_RS22730	NZ_CP012938.1	6048309	6049121	+	813	429	895	1174	237	174	1059	687	27	11	14	51	14	15	84	24
Bovatus_RS22735	NZ_CP012938.1	6049172	6049837	+	666	211	527	670	165	100	610	299	25	10	11	34	10	11	30	17
Bovatus_RS22740	NZ_CP012938.1	6049866	6050504	+	639	118	204	210	79	57	217	133	18	3	5	11	12	13	20	3
Bovatus_RS22745	NZ_CP012938.1	6050548	6051729	-	1182	134	250	239	290	204	318	200	37	6	26	25	14	26	39	14
Bovatus_RS22755	NZ_CP012938.1	6052508	6053650	-	1143	19	20	21	27	11	32	22	9	15	15	7	3	15	5	4
Bovatus_RS22760	NZ_CP012938.1	6053635	6055062	-	1428	18030	10030	5582	16011	12945	9666	7751	91	171	200	46	103	147	115	34
Bovatus_RS22765	NZ_CP012938.1	6055279	6056370	+	1092	93	176	198	123	99	205	132	13	3	36	10	13	11	27	1
Bovatus_RS22770	NZ_CP012938.1	6056848	6058782	+	1935	749	157	172	309	296	183	159	96	13	14	21	30	27	16	11
Bovatus_RS22775	NZ_CP012938.1	6058842	6059543	+	702	720	246	275	503	452	250	138	73	23	12	9	41	20	33	5
Bovatus_RS22780	NZ_CP012938.1	6059704	6060882	-	1179	116	310	311	96	64	301	198	33	9	34	26	16	6	15	7
Bovatus_RS22785	NZ_CP012938.1	6061438	6064194	+	2757	113	180	219	107	84	210	100	155	262	349	51	118	88	109	10
Bovatus_RS22790	NZ_CP012938.1	6064277	6064714	+	438	199	534	494	84	69	414	310	36	3	15	52	20	6	69	23
Bovatus_RS22795	NZ_CP012938.1	6064817	6065371	+	555	42	59	55	35	22	70	30	8	1	4	8	1	4	1	0
Bovatus_RS22800	NZ_CP012938.1	6065374	6066240	+	867	54	41	25	58	18	40	26	24	14	29	1	3	10	3	1
Bovatus_RS22805	NZ_CP012938.1	6066228	6068228	+	2001	354	191	117	217	148	159	109	118	35	116	17	31	34	30	6
Bovatus_RS22810	NZ_CP012938.1	6068243	6068716	+	474	149	76	38	135	108	95	57	5	2	4	1	1	2	5	3
Bovatus_RS22815	NZ_CP012938.1	6068709	6069509	+	801	25	23	26	21	21	25	20	6	0	4	2	3	2	3	0
Bovatus_RS22820	NZ_CP012938.1	6069519	6070532	+	1014	204	112	138	179	95	194	77	7	12	5	6	3	3	5	4
Bovatus_RS22825	NZ_CP012938.1	6070525	6071367	+	843	67	52	51	79	42	70	33	6	4	2	5	4	2	7	3
Bovatus_RS22830	NZ_CP012938.1	6071614	6072045	+	432	10	19	15	3	5	11	5	1	0	1	3	0	1	0	1
Bovatus_RS22835	NZ_CP012938.1	6072060	6073274	+	1215	56	115	112	33	27	139	84	2	4	9	7	5	3	13	8
Bovatus_RS22840	NZ_CP012938.1	6073394	6074149	-	756	76	148	190	38	49	172	109	7	3	4	14	5	4	7	10
Bovatus_RS22845	NZ_CP012938.1	6074214	6075749	-	1536	1119	2822	3251	545	409	2997	1687	212	24	144	373	88	46	407	150
Bovatus_RS22850	NZ_CP012938.1	6075873	6076163	-	291	101	246	243	36	37	250	141	30	7	22	44	20	4	25	4
Bovatus_RS22855	NZ_CP012938.1	6076175	6076468	-	294	106	339	357	53	47	299	182	20	5	2	14	6	4	38	13
Bovatus_RS22860	NZ_CP012938.1	6076850	6077938	+	1089	26	11	17	26	22	22	2	12	29	18	2	4	3	6	0
Bovatus_RS22865	NZ_CP012938.1	6077990	6078277	+	288	3	1	2	1	1	3	3	23	14	11	2	15	16	3	1
Bovatus_RS22870	NZ_CP012938.1	6078321	6078647	+	327	9	6	5	10	7	7	4	2	0	5	1	0	1	1	1
Bovatus_RS22875	NZ_CP012938.1	6078873	6079439	+	567	74	153	237	37	46	204	92	25	5	16	21	4	9	23	10
Bovatus_RS22880	NZ_CP012938.1	6079409	6079768	-	360	36	84	151	28	19	105	50	10	8	13	12	3	1	10	6
Bovatus_RS22885	NZ_CP012938.1	6079898	6080254	+	357	246	430	642	119	102	515	305	17	7	21	39	10	5	48	18
Bovatus_RS22890	NZ_CP012938.1	6080275	6080820	+	546	273	553	763	185	125	669	363	12	6	15	45	8	10	48	8
Bovatus_RS22895	NZ_CP012938.1	6080873	6081613	+	741	415	958	1244	228	204	1223	685	30	8	20	118	16	9	53	21
Bovatus_RS22900	NZ_CP012938.1	6081610	6082995	+	1386	417	934	1246	241	185	1151	598	88	27	74	105	31	26	122	23
Bovatus_RS22905	NZ_CP012938.1	6082992	6083573	+	582	146	349	458	121	73	378	247	89	215	179	54	57	51	97	29
Bovatus_RS22910	NZ_CP012938.1	6083709	6084581	+	873	178	419	556	105	95	528	300	12	4	8	34	10	3	24	4
Bovatus_RS22915	NZ_CP012938.1	6084665	6085834	+	1170	190	222	272	115	94	240	127	12	10	27	16	5	5	13	3
Bovatus_RS22920	NZ_CP012938.1	6085845	6086987	-	1143	150	130	107	94	70	117	89	21	8	10	19	8	5	12	3
Bovatus_RS22925	NZ_CP012938.1	6086984	6087556	-	573	22	71	70	15	7	46	45	1	0	9	3	2	4	5	0
Bovatus_RS22930	NZ_CP012938.1	6087557	6088213	-	657	33	103	103	22	27	118	61	52	10	39	10	23	13	18	3
Bovatus_RS22935	NZ_CP012938.1	6088238	6089194	-	957	116	261	241	63	33	263	137	22	5	11	15	3	5	23	12
Bovatus_RS22940	NZ_CP012938.1	6089191	6089847	-	657	228	170	185	152	120	225	97	15	2	6	6	0	1	12	2
Bovatus_RS22945	NZ_CP012938.1	6090036	6091886	+	1851	68	35	39	130	87	62	50	19	15	30	3	14	11	12	9
Bovatus_RS22955	NZ_CP012938.1	6092284	6092637	-	354	48	135	190	27	21	152	77	12	1	20	17	7	5	38	13
Bovatus_RS22960	NZ_CP012938.1	6092686	6093264	-	579	74	221	194	42	28	202	119	41	21	28	23	52	193	25	11
Bovatus_RS22965	NZ_CP012938.1	6093373	6096501	+	3129	155	208	202	112	74	225	156	48	32	36	16	12	18	25	4
Bovatus_RS22970	NZ_CP012938.1	6096517	6098112	+	1596	369	242	189	236	227	228	114	15	7	9	10	8	9	13	0
Bovatus_RS22975	NZ_CP012938.1	6098186	6098893	+	708	241	629	729	107	107	537	348	44	5	22	80	17	13	50	42
Bovatus_RS22980	NZ_CP012938.1	6098967	6100280	+	1314	584	1415	1767	258	307	1486	975	93	57	55	119	35	21	115	51
Bovatus_RS22985	NZ_CP012938.1	6100380	6102515	-	2136	352	579	633	233	187	681	352	34	22	44	11	18	11	27	8
Bovatus_RS22990	NZ_CP012938.1	6102757	6103389	-	633	1006	2196	2518	450	421	2133	1257	136	29	116	160	45	24	206	54
Bovatus_RS22995	NZ_CP012938.1	6103502	6104890	-	1389	552	451	374	400	274	432	294	61	105	97	38	33	31	35	11
Bovatus_RS23000	NZ_CP012938.1	6104924	6105571	-	648	1126	674	364	753	627	476	433	9	4	8	9	1	2	4	2
Bovatus_RS23005	NZ_CP012938.1	6105719	6105895	+	177	1495	4309	4285	631	593	3843	2136	384	43	287	307	153	35	443	100
Bovatus_RS23010	NZ_CP012938.1	6106209	6107477	+	1269	375	484	391	222	176	436	237	41	21	55	22	27	39	31	9
Bovatus_RS23015	NZ_CP012938.1	6107607	6108383	+	777	504	330	224	398	334	321	201	16	3	4	6	0	4	10	2
Bovatus_RS23020	NZ_CP012938.1	6108416	6109084	-	669	32	27	38	28	21	31	29	3	4	6	2	1	2	4	2
Bovatus_RS23025	NZ_CP012938.1	6109260	6109628	+	369	62	81	94	23	18	80	58	2	2	1	7	1	4	11	2
Bovatus_RS23030	NZ_CP012938.1	6109634	6110503	-	870	260	281	283	129	104	282	184	11	5	20	7	7	1	39	17
Bovatus_RS23035	NZ_CP012938.1	6110542	6111522	-	981	834	622	420	731	617	537	412	11	6	28	21	7	1	18	1
Bovatus_RS23040	NZ_CP012938.1	6111654	6112967	+	1314	96	188	173	75	43	181	143	24	8	17	20	2	8	27	5
Bovatus_RS23045	NZ_CP012938.1	6113080	6113346	+	267	16	47	81	10	8	84	51	0	5	5	14	2	0	17	1
Bovatus_RS23050	NZ_CP012938.1	6113405	6113623	+	219	122	255	297	36	39	260	138	14	0	9	6	5	1	21	6
Bovatus_RS23055	NZ_CP012938.1	6113611	6113895	+	285	170	419	506	67	67	410	247	17	1	14	14	7	1	24	8
Bovatus_RS23060	NZ_CP012938.1	6113952	6114221	-	270	52	100	119	21	14	101	59	21	0	6	9	8	1	29	16
Bovatus_RS23065	NZ_CP012938.1	6114340	6115071	-	732	114	221	273	41	27	216	130	8	3	20	16	3	0	11	12
Bovatus_RS23070	NZ_CP012938.1	6115091	6115390	-	300	151	171	144	102	71	156	111	13	1	2	12	5	3	6	4
Bovatus_RS23075	NZ_CP012938.1	6115641	6117146	+	1506	18	29	37	27	27	25	18	40	13	22	11	12	13	15	5
Bovatus_RS23080	NZ_CP012938.1	6117225	6117431	+	207	44	55	29	21	19	45	32	13	6	9	6	2	1	4	2
Bovatus_RS23085	NZ_CP012938.1	6117556	6118929	+	1374	1448	1453	1312	964	739	1406	736	57	12	28	51	24	13	58	22
Bovatus_RS23090	NZ_CP012938.1	6118981	6119964	-	984	74	156	174	77	75	215	135	136	68	134	39	44	33	31	9
Bovatus_RS23095	NZ_CP012938.1	6120032	6121726	-	1695	283	326	365	160	165	375	176	25	8	28	25	13	5	37	9
Bovatus_RS23100	NZ_CP012938.1	6121802	6122329	+	528	66	164	194	47	37	160	98	38	14	23	17	20	18	23	1
Bovatus_RS23105	NZ_CP012938.1	6122450	6122914	+	465	430	1221	1233	219	174	1086	677	48	13	62	52	23	6	96	32
Bovatus_RS23110	NZ_CP012938.1	6123030	6124010	-	981	79	110	96	46	41	105	48	10	5	16	10	5	3	16	0
Bovatus_RS23115	NZ_CP012938.1	6124169	6124843	+	675	51	66	53	44	31	57	35	10	11	10	7	2	6	2	4
Bovatus_RS23120	NZ_CP012938.1	6124875	6125399	-	525	40	101	120	32	15	102	53	2	0	5	4	2	2	4	3
Bovatus_RS23125	NZ_CP012938.1	6125421	6126833	-	1413	509	552	620	350	270	633	371	80	185	164	27	65	56	102	10
Bovatus_RS23130	NZ_CP012938.1	6126905	6127786	-	882	113	231	256	57	47	230	150	19	16	14	9	9	5	14	4
Bovatus_RS25080	NZ_CP012938.1	6128025	6128327	+	303	2	2	1	5	1	0	0	2	5	0	3	0	1	0	1
Bovatus_RS23135	NZ_CP012938.1	6128254	6129141	+	888	94	154	187	24	33	165	96	10	5	22	9	9	1	23	2
Bovatus_RS23140	NZ_CP012938.1	6129965	6132055	+	2091	57	45	68	54	27	65	34	46	14	14	7	9	11	16	18
Bovatus_RS23145	NZ_CP012938.1	6132156	6132590	-	435	16	30	48	4	5	40	21	1	0	4	2	2	2	2	1
Bovatus_RS23150	NZ_CP012938.1	6132917	6133315	-	399	274	817	933	141	115	777	409	24	2	14	34	9	3	41	16
Bovatus_RS23155	NZ_CP012938.1	6133351	6133758	-	408	172	479	540	91	72	483	255	23	7	13	59	17	12	39	30
Bovatus_RS23160	NZ_CP012938.1	6133957	6134808	-	852	34	82	74	17	11	48	40	2	5	1	16	0	1	1	1
Bovatus_RS23165	NZ_CP012938.1	6134932	6135858	-	927	14	20	16	16	9	19	11	28	93	118	24	44	42	67	33
Bovatus_RS23170	NZ_CP012938.1	6135968	6137032	+	1065	42	33	20	28	18	41	19	8	1	6	1	3	0	1	2
Bovatus_RS23175	NZ_CP012938.1	6137025	6137432	-	408	3	7	6	3	5	5	3	0	6	7	1	1	8	7	3
Bovatus_RS23180	NZ_CP012938.1	6137629	6138243	+	615	69	128	142	124	92	150	79	225	532	581	72	193	167	204	40
Bovatus_RS25085	NZ_CP012938.1	6138236	6139459	-	1224	105	203	192	85	53	184	94	17	3	10	10	11	9	20	1
Bovatus_RS23190	NZ_CP012938.1	6139512	6141056	-	1545	251	329	448	148	96	401	196	14	7	5	16	7	10	45	3
Bovatus_RS23195	NZ_CP012938.1	6141072	6143903	-	2832	277	509	616	241	182	561	303	110	171	236	56	77	96	80	47
Bovatus_RS23200	NZ_CP012938.1	6144091	6144558	-	468	72	145	187	33	21	151	77	3	1	3	15	6	8	13	2
Bovatus_RS23205	NZ_CP012938.1	6144678	6144866	-	189	4	7	6	3	2	3	4	1	10	14	2	5	2	0	0
Bovatus_RS23210	NZ_CP012938.1	6145014	6146156	+	1143	167	291	359	88	70	312	208	72	35	56	12	39	52	23	18
Bovatus_RS23215	NZ_CP012938.1	6146172	6146648	+	477	245	239	258	126	110	269	134	12	4	10	10	4	1	15	3
Bovatus_RS23220	NZ_CP012938.1	6146663	6147505	-	843	188	341	421	108	79	363	234	24	11	18	24	10	11	25	10
Bovatus_RS23225	NZ_CP012938.1	6147558	6148955	-	1398	377	959	1174	217	198	1048	640	88	70	96	75	66	28	108	19
Bovatus_RS23230	NZ_CP012938.1	6149090	6150997	+	1908	206	233	242	170	86	257	155	33	5	7	14	16	17	20	12
Bovatus_RS23235	NZ_CP012938.1	6151080	6151739	+	660	76	162	166	49	42	145	88	10	3	11	15	4	1	14	5
Bovatus_RS23240	NZ_CP012938.1	6151856	6152734	-	879	315	691	729	164	154	731	381	39	7	21	54	8	13	52	21
Bovatus_RS23245	NZ_CP012938.1	6152891	6153892	-	1002	409	888	1093	191	160	899	613	54	4	41	77	19	28	128	35
Bovatus_RS23250	NZ_CP012938.1	6153916	6154386	-	471	78	220	228	61	46	227	151	24	5	9	21	8	7	29	19
Bovatus_RS23255	NZ_CP012938.1	6154403	6155824	-	1422	272	593	691	161	130	611	380	44	17	28	68	24	15	88	14
Bovatus_RS23260	NZ_CP012938.1	6156008	6156754	+	747	178	402	438	89	63	446	269	27	8	11	29	6	6	39	23
Bovatus_RS23265	NZ_CP012938.1	6156770	6157141	+	372	121	223	281	61	47	206	117	18	4	0	15	7	1	13	3
Bovatus_RS23270	NZ_CP012938.1	6157073	6160345	-	3273	230	307	295	169	144	270	168	47	17	28	28	17	15	27	18
Bovatus_RS23275	NZ_CP012938.1	6160369	6163419	-	3051	107	61	37	67	64	73	35	42	29	29	15	15	24	9	10
Bovatus_RS23280	NZ_CP012938.1	6163456	6164535	-	1080	31	15	6	97	48	24	18	14	14	23	2	10	8	14	5
Bovatus_RS23285	NZ_CP012938.1	6164557	6166041	-	1485	35	22	8	30	20	31	9	24	16	24	6	3	12	14	6
Bovatus_RS25345	NZ_CP012938.1	6166288	6166662	-	375	7631	3196	1650	4381	3434	2240	1493	2	3	0	0	0	1	0	1
Bovatus_RS23295	NZ_CP012938.1	6166967	6167917	+	951	18	20	14	11	12	15	15	3	2	7	2	3	2	5	1
Bovatus_RS23300	NZ_CP012938.1	6168099	6169409	-	1311	181	130	80	433	308	240	121	61	2	15	3	5	12	12	22
Bovatus_RS23305	NZ_CP012938.1	6169601	6170794	-	1194	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Bovatus_RS23310	NZ_CP012938.1	6171081	6171719	+	639	35	52	63	78	52	75	52	20	18	29	13	5	8	19	5
Bovatus_RS23315	NZ_CP012938.1	6171828	6172838	-	1011	281	500	532	129	140	563	306	39	3	22	60	24	7	44	27
Bovatus_RS23320	NZ_CP012938.1	6172869	6173450	-	582	132	324	363	52	50	328	163	6	0	16	17	18	4	29	3
Bovatus_RS23325	NZ_CP012938.1	6173457	6174206	-	750	129	258	324	79	48	322	175	25	2	8	40	14	1	44	3
Bovatus_RS23330	NZ_CP012938.1	6174190	6174774	-	585	237	506	572	85	85	561	299	36	1	11	28	6	3	48	17
Bovatus_RS23335	NZ_CP012938.1	6174796	6175746	-	951	363	901	1009	226	179	911	509	82	13	37	78	39	39	88	22
Bovatus_RS23340	NZ_CP012938.1	6175779	6176336	-	558	141	328	390	61	69	300	209	51	8	36	44	13	19	66	23
Bovatus_RS23350	NZ_CP012938.1	6176997	6177470	-	474	51	126	162	25	25	137	70	5	5	4	5	3	0	12	0
Bovatus_RS23355	NZ_CP012938.1	6177873	6179153	-	1281	1262	3512	4082	647	580	3630	2381	189	22	174	352	82	43	391	129
Bovatus_RS23360	NZ_CP012938.1	6179333	6179995	-	663	85	151	159	34	20	116	83	21	4	14	7	14	5	14	5
Bovatus_RS23365	NZ_CP012938.1	6180026	6180403	-	378	34	49	77	4	13	66	43	6	3	0	7	5	1	5	1
Bovatus_RS23370	NZ_CP012938.1	6180422	6181198	-	777	25	57	66	22	18	65	36	6	1	8	6	3	6	4	3
Bovatus_RS23375	NZ_CP012938.1	6181209	6182042	-	834	213	152	127	113	95	138	86	15	28	33	14	8	12	12	6
Bovatus_RS23380	NZ_CP012938.1	6182311	6184470	+	2160	326	806	863	139	139	644	377	83	25	47	62	31	29	56	19
Bovatus_RS23385	NZ_CP012938.1	6184635	6186044	+	1410	1362	3496	4040	666	567	3420	2106	170	10	68	240	78	35	268	102
Bovatus_RS23390	NZ_CP012938.1	6186197	6187420	+	1224	681	1252	1470	384	310	1459	748	56	14	25	55	13	9	50	13
Bovatus_RS23395	NZ_CP012938.1	6187482	6188567	+	1086	265	677	930	118	131	718	401	43	9	21	33	10	12	39	9
Bovatus_RS23400	NZ_CP012938.1	6188719	6190992	+	2274	1288	1454	1558	1062	827	1503	941	124	65	106	76	51	63	113	40
Bovatus_RS23405	NZ_CP012938.1	6191042	6191467	+	426	112	266	311	65	53	258	124	64	5	38	45	20	11	65	15
Bovatus_RS23410	NZ_CP012938.1	6191602	6192018	-	417	139	445	473	99	77	422	236	24	5	13	30	16	1	38	0
Bovatus_RS23415	NZ_CP012938.1	6192120	6192686	-	567	412	836	929	226	187	891	517	56	7	24	53	11	8	77	22
Bovatus_RS23420	NZ_CP012938.1	6192823	6193413	-	591	6178	13941	14955	2851	2500	13364	8072	743	58	609	894	314	165	1181	320
Bovatus_RS23425	NZ_CP012938.1	6193551	6193952	-	402	465	1052	1296	182	151	1103	624	101	2	75	119	24	20	158	67
Bovatus_RS23430	NZ_CP012938.1	6194121	6195047	+	927	1741	3451	4238	725	667	3635	2085	277	29	181	312	86	43	362	108
Bovatus_RS23435	NZ_CP012938.1	6195087	6195410	+	324	1853	4159	4683	777	779	4239	2260	217	22	113	215	79	27	269	86
Bovatus_RS23440	NZ_CP012938.1	6195431	6196444	+	1014	1234	2051	2539	659	590	2369	1218	108	8	72	157	24	21	184	63
Bovatus_RS23445	NZ_CP012938.1	6196434	6197051	+	618	300	512	703	118	85	667	325	18	17	11	31	7	8	32	2
Bovatus_RS23450	NZ_CP012938.1	6197072	6197500	+	429	1521	3832	4080	615	580	3474	2068	264	25	139	255	71	33	272	116
Bovatus_RS23455	NZ_CP012938.1	6197976	6198224	+	249	55	117	144	23	18	115	83	7	1	7	10	15	3	20	10
Bovatus_RS23460	NZ_CP012938.1	6198281	6200869	-	2589	862	906	1024	551	361	1076	660	67	26	62	80	36	21	88	16
Bovatus_RS23465	NZ_CP012938.1	6201155	6201742	+	588	259	578	668	158	118	597	339	37	5	9	53	10	1	42	32
Bovatus_RS23470	NZ_CP012938.1	6201813	6202709	+	897	183	367	395	69	71	361	242	20	3	16	38	6	4	32	21
Bovatus_RS23475	NZ_CP012938.1	6202938	6203564	-	627	29	50	61	21	14	63	37	6	1	3	1	2	5	8	3
