# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS,sRNA" "-g" "locus_tag" "-a" "../data/reference_sequences/p_copri_wplasmids.gff3" "-o" "../data/rna_align/counttable.txt" "../data/rna_align/CON_1.fq.gz.bam" "../data/rna_align/CON_2.fq.gz.bam" "../data/rna_align/PNA_1.fq.gz.bam" "../data/rna_align/PNA_2.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/CON_1.fq.gz.bam	../data/rna_align/CON_2.fq.gz.bam	../data/rna_align/PNA_1.fq.gz.bam	../data/rna_align/PNA_2.fq.gz.bam
LK433_RS11445	NZ_CP085932.1	2699618	2700799	+	1182	960	1792	693	280
LK433_RS11450	NZ_CP085932.1	2700803	2702422	+	1620	1567	2747	1025	418
LK433_RS11455	NZ_CP085932.1	2702449	2703765	+	1317	1063	1872	669	276
LK433_RS11460	NZ_CP085932.1	2703853	2705109	+	1257	1647	3012	1081	449
LK433_RS11465	NZ_CP085932.1	2705153	2705536	+	384	508	883	463	141
LK433_RS11470	NZ_CP085932.1	2705533	2706279	-	747	1208	2392	2877	1247
LK433_RS11475	NZ_CP085932.1	2706348	2706563	-	216	165	491	340	194
LK433_RS11480	NZ_CP085932.1	2706717	2708963	-	2247	11362	21289	7916	5224
LK433_RS11485	NZ_CP085932.1	2709337	2710026	-	690	443	981	1606	523
LK433_RS11490	NZ_CP085932.1	2710226	2711890	+	1665	2539	4739	2261	1349
LK433_RS11495	NZ_CP085932.1	2712019	2712624	-	606	276	485	363	118
LK433_RS11500	NZ_CP085932.1	2712886	2714019	-	1134	448	888	717	280
LK433_RS11505	NZ_CP085932.1	2714150	2715463	+	1314	573	1078	2259	954
LK433_RS11510	NZ_CP085932.1	2715853	2716197	-	345	166	400	417	200
LK433_RS11515	NZ_CP085932.1	2716338	2717537	-	1200	777	1356	1330	656
LK433_RS11520	NZ_CP085932.1	2717620	2718264	-	645	516	926	878	447
LK433_RS11525	NZ_CP085932.1	2718405	2719802	-	1398	741	1462	1444	851
LK433_RS11530	NZ_CP085932.1	2719817	2720572	-	756	681	1342	1368	845
LK433_RS11535	NZ_CP085932.1	2720633	2721196	-	564	437	1065	1041	557
LK433_RS11540	NZ_CP085932.1	2721288	2722589	-	1302	758	1454	1705	807
LK433_RS11545	NZ_CP085932.1	2722763	2723290	+	528	114	274	135	61
LK433_RS11550	NZ_CP085932.1	2723320	2723892	+	573	124	272	222	67
LK433_RS11555	NZ_CP085932.1	2724099	2724746	-	648	280	500	704	310
LK433_RS11560	NZ_CP085932.1	2725315	2728035	-	2721	210	301	672	211
LK433_RS11565	NZ_CP085932.1	2728942	2730393	+	1452	1815	3212	1971	1157
LK433_RS11570	NZ_CP085932.1	2730419	2731588	+	1170	1505	2719	1980	1019
LK433_RS11575	NZ_CP085932.1	2731685	2733091	-	1407	91	209	254	90
LK433_RS11580	NZ_CP085932.1	2733577	2734860	-	1284	1140	2200	2582	1049
LK433_RS11585	NZ_CP085932.1	2734999	2736603	+	1605	3668	6664	4162	2050
LK433_RS11590	NZ_CP085932.1	2736659	2738596	+	1938	6447	11692	6794	3512
LK433_RS11595	NZ_CP085932.1	2738854	2739147	+	294	84	197	393	166
LK433_RS11600	NZ_CP085932.1	2739140	2739505	+	366	91	187	424	170
LK433_RS11605	NZ_CP085932.1	2739597	2741060	-	1464	1508	3005	5520	2581
LK433_RS11610	NZ_CP085932.1	2741259	2742542	+	1284	1750	3047	1131	626
LK433_RS11615	NZ_CP085932.1	2742596	2744758	+	2163	4233	7593	2668	1531
LK433_RS11620	NZ_CP085932.1	2744823	2746349	-	1527	2533	4955	1160	496
LK433_RS11625	NZ_CP085932.1	2746652	2747527	+	876	2019	4226	2657	1049
LK433_RS11630	NZ_CP085932.1	2747709	2748383	-	675	847	1622	1707	956
LK433_RS11635	NZ_CP085932.1	2748506	2749252	-	747	923	1888	1525	918
LK433_RS11640	NZ_CP085932.1	2749383	2750300	-	918	17	21	25	3
LK433_RS11645	NZ_CP085932.1	2750409	2751047	-	639	1012	1972	1541	1004
LK433_RS11650	NZ_CP085932.1	2751117	2751878	-	762	836	1622	1633	1020
LK433_RS11655	NZ_CP085932.1	2751920	2753314	-	1395	1160	2433	2700	1321
LK433_RS11660	NZ_CP085932.1	2753554	2753862	+	309	104	188	133	76
LK433_RS11665	NZ_CP085932.1	2753890	2756730	+	2841	1231	2337	1210	570
LK433_RS11670	NZ_CP085932.1	2756843	2757058	+	216	177	277	352	119
LK433_RS11675	NZ_CP085932.1	2757405	2757785	-	381	205	495	416	155
LK433_RS11680	NZ_CP085932.1	2757822	2758988	-	1167	394	803	627	301
LK433_RS11685	NZ_CP085932.1	2758994	2760169	-	1176	344	651	512	207
LK433_RS11690	NZ_CP085932.1	2760994	2761137	+	144	27	50	59	24
LK433_RS11695	NZ_CP085932.1	2761181	2761330	-	150	70	117	142	44
LK433_RS11700	NZ_CP085932.1	2762199	2763956	-	1758	591	1029	861	294
LK433_RS11705	NZ_CP085932.1	2764168	2765061	-	894	656	1353	928	337
LK433_RS11710	NZ_CP085932.1	2765239	2765424	-	186	152	293	266	79
LK433_RS11715	NZ_CP085932.1	2765578	2767029	-	1452	4261	7975	2399	1088
LK433_RS11720	NZ_CP085932.1	2767045	2768544	-	1500	3026	5522	1456	717
LK433_RS11725	NZ_CP085932.1	2768578	2770533	-	1956	4870	8746	2141	1078
LK433_RS11730	NZ_CP085932.1	2770540	2770848	-	309	875	1666	333	174
LK433_RS11735	NZ_CP085932.1	2770845	2771372	-	528	1223	2214	511	280
LK433_RS11740	NZ_CP085932.1	2771388	2771918	-	531	2229	3835	905	527
LK433_RS11745	NZ_CP085932.1	2772024	2773109	-	1086	2640	5267	1165	592
LK433_RS11750	NZ_CP085932.1	2773112	2774683	-	1572	5655	10169	2422	1193
LK433_RS11755	NZ_CP085932.1	2774703	2775428	-	726	2669	4554	1008	508
LK433_RS11760	NZ_CP085932.1	2775419	2775769	-	351	995	2096	495	184
LK433_RS11765	NZ_CP085932.1	2776947	2777573	-	627	17	38	135	39
LK433_RS11770	NZ_CP085932.1	2777698	2778321	-	624	15	22	63	9
LK433_RS11775	NZ_CP085932.1	2778348	2779691	-	1344	28	66	123	31
LK433_RS11780	NZ_CP085932.1	2779963	2780418	+	456	53	123	220	125
LK433_RS11785	NZ_CP085932.1	2780415	2781749	+	1335	218	383	712	399
LK433_RS11790	NZ_CP085932.1	2781756	2782820	+	1065	149	284	663	307
LK433_RS11795	NZ_CP085932.1	2782909	2784198	-	1290	65	152	234	74
LK433_RS11800	NZ_CP085932.1	2784491	2786179	+	1689	159	333	245	107
LK433_RS11805	NZ_CP085932.1	2787250	2787990	-	741	933	1938	1134	468
LK433_RS11810	NZ_CP085932.1	2787981	2788616	-	636	1047	2187	1662	776
LK433_RS11815	NZ_CP085932.1	2788935	2790221	-	1287	55	105	180	56
LK433_RS11820	NZ_CP085932.1	2790363	2791676	-	1314	88	172	447	110
LK433_RS11825	NZ_CP085932.1	2791893	2793443	-	1551	74	137	316	98
LK433_RS11830	NZ_CP085932.1	2793518	2796193	-	2676	129	208	359	130
LK433_RS11835	NZ_CP085932.1	2796212	2798245	-	2034	67	159	323	92
LK433_RS11840	NZ_CP085932.1	2798288	2799964	-	1677	81	139	303	91
LK433_RS11845	NZ_CP085932.1	2799984	2803148	-	3165	119	155	373	152
LK433_RS11850	NZ_CP085932.1	2803438	2804388	-	951	268	492	711	305
LK433_RS11855	NZ_CP085932.1	2804565	2806925	+	2361	1340	2552	2883	1185
LK433_RS11860	NZ_CP085932.1	2806992	2807750	+	759	660	1261	1028	695
LK433_RS11865	NZ_CP085932.1	2807812	2808792	+	981	790	1408	1450	759
LK433_RS11870	NZ_CP085932.1	2808853	2810118	+	1266	764	1474	1453	763
LK433_RS11875	NZ_CP085932.1	2810172	2810801	+	630	366	564	835	310
LK433_RS11880	NZ_CP085932.1	2810933	2811889	-	957	81	165	393	148
LK433_RS11885	NZ_CP085932.1	2812006	2812239	+	234	8	8	37	9
LK433_RS11890	NZ_CP085932.1	2812380	2813588	+	1209	166	239	340	129
LK433_RS11895	NZ_CP085932.1	2813791	2814489	-	699	137	205	256	91
LK433_RS11900	NZ_CP085932.1	2814607	2816142	-	1536	5056	9572	5618	3093
LK433_RS11905	NZ_CP085932.1	2816177	2816476	-	300	426	779	549	250
LK433_RS11910	NZ_CP085932.1	2816488	2816781	-	294	603	1152	736	360
LK433_RS11915	NZ_CP085932.1	2816869	2817519	-	651	1010	2128	1255	519
LK433_RS11920	NZ_CP085932.1	2817747	2818622	+	876	1166	2153	606	229
LK433_RS11925	NZ_CP085932.1	2818687	2821230	+	2544	4749	8914	2194	890
LK433_RS11930	NZ_CP085932.1	2821314	2821742	+	429	556	1116	448	111
LK433_RS11935	NZ_CP085932.1	2821864	2824014	-	2151	11933	22446	10135	5154
LK433_RS11940	NZ_CP085932.1	2824191	2825462	-	1272	1245	2582	2260	664
LK433_RS11945	NZ_CP085932.1	2825482	2826147	-	666	871	1583	1169	471
LK433_RS11950	NZ_CP085932.1	2826191	2827471	-	1281	1693	3627	2425	1111
LK433_RS11955	NZ_CP085932.1	2827637	2828914	+	1278	758	1573	866	255
LK433_RS11960	NZ_CP085932.1	2828982	2829341	+	360	439	1038	954	468
LK433_RS11965	NZ_CP085932.1	2829565	2832903	+	3339	11606	21305	10048	6582
LK433_RS11970	NZ_CP085932.1	2833148	2835679	+	2532	844	1467	1588	889
LK433_RS11975	NZ_CP085932.1	2835956	2837116	-	1161	193	450	331	108
LK433_RS11980	NZ_CP085932.1	2837582	2837890	+	309	39	92	202	52
LK433_RS11985	NZ_CP085932.1	2837874	2838233	+	360	54	126	233	53
LK433_RS11990	NZ_CP085932.1	2838368	2841616	-	3249	1272	2742	1049	484
LK433_RS11995	NZ_CP085932.1	2841625	2844507	-	2883	1077	2249	1032	386
LK433_RS12000	NZ_CP085932.1	2844549	2847449	-	2901	1501	3075	1290	536
LK433_RS12005	NZ_CP085932.1	2847927	2848844	-	918	24	61	107	50
LK433_RS12010	NZ_CP085932.1	2848862	2849908	-	1047	1	1	3	0
LK433_RS12015	NZ_CP085932.1	2849874	2850254	-	381	3	1	0	0
LK433_RS12020	NZ_CP085932.1	2850648	2850821	+	174	78	154	237	110
LK433_RS12025	NZ_CP085932.1	2850910	2851764	+	855	287	525	726	339
LK433_RS12030	NZ_CP085932.1	2851835	2852116	-	282	28	72	69	35
LK433_RS12035	NZ_CP085932.1	2852525	2853688	+	1164	229	388	604	297
LK433_RS12040	NZ_CP085932.1	2853732	2854145	+	414	131	269	515	148
LK433_RS12045	NZ_CP085932.1	2854199	2855524	-	1326	814	1563	566	298
LK433_RS12050	NZ_CP085932.1	2855534	2859316	-	3783	2564	4325	1415	708
LK433_RS12055	NZ_CP085932.1	2859453	2860520	+	1068	964	1745	2953	1615
LK433_RS12060	NZ_CP085932.1	2860538	2861473	+	936	594	1127	1611	927
LK433_RS12065	NZ_CP085932.1	2861482	2862579	+	1098	1432	2644	3875	2442
LK433_RS12070	NZ_CP085932.1	2862741	2864087	+	1347	2360	4551	2765	1689
LK433_RS12075	NZ_CP085932.1	2864084	2864605	+	522	742	1429	1077	579
LK433_RS12080	NZ_CP085932.1	2864710	2865489	+	780	1065	2180	1329	819
LK433_RS12085	NZ_CP085932.1	2865526	2865921	+	396	1142	2147	2039	642
LK433_RS12100	NZ_CP085932.1	2866380	2866952	-	573	678	1227	667	318
LK433_RS12105	NZ_CP085932.1	2866990	2868084	-	1095	1162	2304	1015	649
LK433_RS12110	NZ_CP085932.1	2868165	2869925	-	1761	1355	2740	1059	624
LK433_RS12115	NZ_CP085932.1	2869995	2871581	-	1587	2335	4276	1665	1045
LK433_RS12120	NZ_CP085932.1	2871647	2872201	-	555	421	926	432	171
LK433_RS12125	NZ_CP085932.1	2872300	2872977	-	678	367	806	435	171
LK433_RS12130	NZ_CP085932.1	2873288	2874268	+	981	4508	8493	4345	2248
LK433_RS12135	NZ_CP085932.1	2874492	2875058	-	567	147	231	241	99
LK433_RS12140	NZ_CP085932.1	2875097	2876533	-	1437	318	515	440	229
LK433_RS12145	NZ_CP085932.1	2876644	2877843	-	1200	215	323	366	170
LK433_RS12150	NZ_CP085932.1	2877921	2878697	-	777	126	201	174	127
LK433_RS12155	NZ_CP085932.1	2878734	2879354	-	621	45	116	130	89
LK433_RS12160	NZ_CP085932.1	2879483	2880289	-	807	130	221	261	141
LK433_RS12165	NZ_CP085932.1	2880438	2881442	-	1005	217	417	407	209
LK433_RS12170	NZ_CP085932.1	2882153	2882806	+	654	831	1568	450	143
LK433_RS12175	NZ_CP085932.1	2882803	2883399	-	597	365	740	210	67
LK433_RS12180	NZ_CP085932.1	2883681	2886302	+	2622	291	566	536	217
LK433_RS12185	NZ_CP085932.1	2886361	2888154	+	1794	288	388	477	170
LK433_RS12190	NZ_CP085932.1	2888228	2888929	-	702	70	152	167	55
LK433_RS12195	NZ_CP085932.1	2889209	2889544	-	336	120	229	59	13
LK433_RS12200	NZ_CP085932.1	2889700	2893431	+	3732	168	304	458	161
LK433_RS12205	NZ_CP085932.1	2893663	2897055	+	3393	160	195	420	144
LK433_RS12210	NZ_CP085932.1	2897487	2900723	+	3237	1538	2696	410	140
LK433_RS12215	NZ_CP085932.1	2900742	2902679	+	1938	931	1556	291	104
LK433_RS12220	NZ_CP085932.1	2902744	2904342	+	1599	622	1237	291	80
LK433_RS12225	NZ_CP085932.1	2904468	2904851	+	384	113	167	277	150
LK433_RS12230	NZ_CP085932.1	2906182	2909457	+	3276	197	289	390	132
LK433_RS12235	NZ_CP085932.1	2909482	2911191	+	1710	94	167	217	61
LK433_RS12240	NZ_CP085932.1	2911434	2913419	+	1986	649	1149	686	248
LK433_RS12245	NZ_CP085932.1	2913441	2915231	+	1791	702	1373	583	253
LK433_RS12250	NZ_CP085932.1	2915344	2916777	-	1434	1529	2903	1505	953
LK433_RS12255	NZ_CP085932.1	2916863	2918131	-	1269	1250	2640	1377	729
LK433_RS12260	NZ_CP085932.1	2918150	2920093	-	1944	2334	4593	2340	1149
LK433_RS12265	NZ_CP085932.1	2920306	2921010	+	705	389	836	993	327
LK433_RS12270	NZ_CP085932.1	2921088	2922017	-	930	678	1254	1040	496
LK433_RS12275	NZ_CP085932.1	2922124	2923080	-	957	672	1292	900	448
LK433_RS12280	NZ_CP085932.1	2923226	2924257	-	1032	88122	164403	115335	53190
LK433_RS12285	NZ_CP085932.1	2924270	2924503	-	234	286	1605	619	554
LK433_RS12290	NZ_CP085932.1	2924612	2925040	+	429	137	231	124	29
LK433_RS12295	NZ_CP085932.1	2925086	2926696	-	1611	5653	11067	4072	2564
LK433_RS12300	NZ_CP085932.1	2926771	2927520	-	750	739	1400	747	384
LK433_RS12305	NZ_CP085932.1	2927600	2929141	-	1542	1848	3224	3601	1242
LK433_RS12310	NZ_CP085932.1	2929125	2929340	-	216	185	297	233	88
LK433_RS12315	NZ_CP085932.1	2929706	2931334	-	1629	19491	38417	44788	35461
LK433_RS12320	NZ_CP085932.1	2931435	2931707	-	273	3535	6695	9342	6551
LK433_RS12325	NZ_CP085932.1	2931858	2933201	-	1344	2102	4132	2301	1220
LK433_RS12330	NZ_CP085932.1	2933658	2934389	+	732	279	458	501	140
LK433_RS12335	NZ_CP085932.1	2934468	2935385	+	918	10	35	62	23
LK433_RS12340	NZ_CP085932.1	2935520	2936251	+	732	43	82	251	87
LK433_RS12345	NZ_CP085932.1	2936557	2937396	-	840	294	631	826	247
LK433_RS12350	NZ_CP085932.1	2937648	2939432	+	1785	1353	2575	6462	4144
LK433_RS12355	NZ_CP085932.1	2939498	2940673	+	1176	1022	1795	3827	2489
LK433_RS12360	NZ_CP085932.1	2940558	2941367	+	810	723	1535	3382	2040
LK433_RS12365	NZ_CP085932.1	2941391	2942503	+	1113	1659	3022	6460	4099
LK433_RS12375	NZ_CP085932.1	2942821	2944224	+	1404	1137	2069	2078	880
LK433_RS12380	NZ_CP085932.1	2944250	2944930	-	681	135	264	274	84
LK433_RS12385	NZ_CP085932.1	2945042	2945917	+	876	1239	2310	2221	929
LK433_RS12395	NZ_CP085932.1	2946523	2947419	+	897	205	496	1053	408
LK433_RS12400	NZ_CP085932.1	2947428	2948249	+	822	162	333	617	252
LK433_RS12405	NZ_CP085932.1	2948291	2948971	+	681	89	199	273	132
LK433_RS12410	NZ_CP085932.1	2949079	2951652	+	2574	2537	4839	5265	2277
LK433_RS12420	NZ_CP085932.1	2952127	2952741	+	615	500	907	1262	545
LK433_RS12425	NZ_CP085932.1	2952777	2953748	+	972	1100	2072	2160	940
LK433_RS12430	NZ_CP085932.1	2953736	2954215	+	480	240	436	374	215
LK433_RS12435	NZ_CP085932.1	2954169	2954861	+	693	545	961	878	451
LK433_RS12440	NZ_CP085932.1	2954883	2955902	+	1020	790	1445	1396	629
LK433_RS12445	NZ_CP085932.1	2955909	2956583	+	675	531	966	941	472
LK433_RS12450	NZ_CP085932.1	2956679	2958766	+	2088	2009	3563	5637	2977
LK433_RS12455	NZ_CP085932.1	2958771	2959223	+	453	252	510	686	397
LK433_RS12460	NZ_CP085932.1	2959269	2960996	+	1728	1508	2758	5101	2817
LK433_RS12465	NZ_CP085932.1	2961000	2961545	+	546	169	337	341	188
LK433_RS12470	NZ_CP085932.1	2961564	2961854	-	291	69	154	126	88
LK433_RS12475	NZ_CP085932.1	2962177	2963274	-	1098	555	1289	645	253
LK433_RS12480	NZ_CP085932.1	2963490	2964185	+	696	2981	5768	1551	623
LK433_RS12485	NZ_CP085932.1	2964214	2964690	+	477	1348	2506	629	266
LK433_RS12490	NZ_CP085932.1	2964747	2965127	+	381	1262	2506	708	284
LK433_RS12495	NZ_CP085932.1	2965308	2965532	-	225	142	281	77	26
LK433_RS12500	NZ_CP085932.1	2965547	2966668	-	1122	236	362	181	104
LK433_RS12505	NZ_CP085932.1	2968063	2968647	+	585	39	57	116	31
LK433_RS12510	NZ_CP085932.1	2968673	2968777	+	105	11	5	28	3
LK433_RS12515	NZ_CP085932.1	2968788	2969216	+	429	25	64	139	40
LK433_RS12520	NZ_CP085932.1	2969515	2969718	-	204	145	310	617	215
LK433_RS12525	NZ_CP085932.1	2970159	2971070	+	912	754	1583	1550	654
LK433_RS12530	NZ_CP085932.1	2971234	2972712	-	1479	61	96	176	58
LK433_RS12535	NZ_CP085932.1	2972744	2973727	-	984	33	54	140	35
LK433_RS12540	NZ_CP085932.1	2973761	2974675	-	915	28	53	159	40
LK433_RS12545	NZ_CP085932.1	2974737	2975651	-	915	23	40	85	41
LK433_RS12550	NZ_CP085932.1	2975672	2975950	-	279	18	11	44	14
LK433_RS12555	NZ_CP085932.1	2976199	2977905	+	1707	2	1	13	2
LK433_RS12560	NZ_CP085932.1	2978205	2978507	-	303	117	249	249	91
LK433_RS12565	NZ_CP085932.1	2978510	2978662	-	153	104	189	242	78
LK433_RS12570	NZ_CP085932.1	2979018	2979587	-	570	261	628	489	156
LK433_RS12575	NZ_CP085932.1	2979960	2980631	+	672	251	503	294	71
LK433_RS12580	NZ_CP085932.1	2980649	2981221	+	573	316	670	259	109
LK433_RS12585	NZ_CP085932.1	2981441	2982817	+	1377	1008	1973	654	285
LK433_RS12590	NZ_CP085932.1	2983065	2983640	-	576	241	439	726	291
LK433_RS12595	NZ_CP085932.1	2984024	2986531	-	2508	99	180	435	125
LK433_RS12600	NZ_CP085932.1	2986533	2989487	-	2955	148	235	408	141
LK433_RS12605	NZ_CP085932.1	2989602	2993738	-	4137	515	961	847	329
LK433_RS12610	NZ_CP085932.1	2993794	2994816	-	1023	785	1528	678	318
LK433_RS12615	NZ_CP085932.1	2995185	2995598	-	414	161	294	227	86
LK433_RS12620	NZ_CP085932.1	2995571	2996407	-	837	453	934	486	227
LK433_RS12625	NZ_CP085932.1	2996601	2997269	-	669	414	783	530	267
LK433_RS12630	NZ_CP085932.1	2997342	2997884	-	543	201	439	320	114
LK433_RS12635	NZ_CP085932.1	2998500	3001103	+	2604	3143	5693	19931	11986
LK433_RS12640	NZ_CP085932.1	3001191	3001829	+	639	359	633	750	443
LK433_RS12645	NZ_CP085932.1	3002289	3003440	-	1152	1257	2212	516	211
LK433_RS12650	NZ_CP085932.1	3003614	3004981	+	1368	545	1106	668	223
LK433_RS12655	NZ_CP085932.1	3005031	3009470	+	4440	1578	2873	1758	684
LK433_RS12660	NZ_CP085932.1	3009633	3010574	+	942	671	1287	976	486
LK433_RS12665	NZ_CP085932.1	3010558	3012126	+	1569	2520	4842	2892	1793
LK433_RS12670	NZ_CP085932.1	3012246	3014489	+	2244	3641	6359	4488	2483
LK433_RS12675	NZ_CP085932.1	3014765	3016033	+	1269	3494	6785	3884	2645
LK433_RS12680	NZ_CP085932.1	3016053	3017000	+	948	395	722	557	263
LK433_RS12685	NZ_CP085932.1	3016997	3017449	+	453	162	318	243	105
LK433_RS12690	NZ_CP085932.1	3017498	3018403	+	906	364	689	539	207
LK433_RS12695	NZ_CP085932.1	3018417	3019118	+	702	281	495	493	152
LK433_RS12700	NZ_CP085932.1	3019285	3022719	+	3435	5813	10440	17262	10019
LK433_RS12705	NZ_CP085932.1	3022793	3023404	+	612	451	896	1414	719
LK433_RS12710	NZ_CP085932.1	3023453	3024196	+	744	687	1160	1974	958
LK433_RS12715	NZ_CP085932.1	3024385	3024726	+	342	123	245	408	229
LK433_RS12720	NZ_CP085932.1	3024920	3026344	-	1425	459	890	938	469
LK433_RS12725	NZ_CP085932.1	3026362	3028143	-	1782	1194	2272	1953	1024
LK433_RS12730	NZ_CP085932.1	3028166	3028825	-	660	1091	1843	2460	997
LK433_RS12735	NZ_CP085932.1	3028822	3029610	-	789	453	902	935	506
LK433_RS12740	NZ_CP085932.1	3029615	3030997	-	1383	1679	3079	2974	1572
LK433_RS12745	NZ_CP085932.1	3031028	3033268	-	2241	965	2059	1934	969
LK433_RS12750	NZ_CP085932.1	3033270	3034877	-	1608	1007	2037	2138	924
LK433_RS12755	NZ_CP085932.1	3035764	3036249	-	486	37	63	102	32
LK433_RS12760	NZ_CP085932.1	3036677	3038950	+	2274	156	300	494	197
LK433_RS12765	NZ_CP085932.1	3039309	3039518	+	210	13	21	34	22
LK433_RS12770	NZ_CP085932.1	3039864	3040397	+	534	75	123	127	45
LK433_RS12775	NZ_CP085932.1	3040723	3040815	+	93	29	56	38	14
LK433_RS12780	NZ_CP085932.1	3040982	3041416	+	435	110	192	208	57
LK433_RS12785	NZ_CP085932.1	3041580	3041774	-	195	62	110	54	27
LK433_RS12790	NZ_CP085932.1	3041942	3043240	-	1299	236	473	268	106
LK433_RS12795	NZ_CP085932.1	3043438	3044799	-	1362	532	1106	582	341
LK433_RS12800	NZ_CP085932.1	3045163	3046536	+	1374	621	1242	824	337
LK433_RS12805	NZ_CP085932.1	3046596	3047219	+	624	429	792	392	235
LK433_RS12810	NZ_CP085932.1	3047274	3048455	+	1182	1598	2996	1478	737
LK433_RS12815	NZ_CP085932.1	3048602	3050026	+	1425	231	432	416	152
LK433_RS12820	NZ_CP085932.1	3050075	3050980	+	906	194	296	347	104
LK433_RS12825	NZ_CP085932.1	3051029	3051457	+	429	138	205	194	57
LK433_RS12830	NZ_CP085932.1	3051454	3052413	+	960	299	563	512	135
LK433_RS12835	NZ_CP085932.1	3052487	3053065	-	579	459	913	579	283
LK433_RS12840	NZ_CP085932.1	3053062	3054435	-	1374	1453	2676	1584	856
LK433_RS12845	NZ_CP085932.1	3054432	3055169	-	738	762	1498	932	449
LK433_RS12850	NZ_CP085932.1	3055465	3058695	+	3231	2253	4395	6253	4362
LK433_RS12855	NZ_CP085932.1	3059133	3061277	+	2145	936	1724	1321	674
LK433_RS12860	NZ_CP085932.1	3061284	3063266	+	1983	888	1636	1325	693
LK433_RS12865	NZ_CP085932.1	3063553	3064005	-	453	161	275	3617	2001
LK433_RS12870	NZ_CP085932.1	3063995	3064534	-	540	154	327	3269	2367
LK433_RS12875	NZ_CP085932.1	3064624	3065358	-	735	476	926	17523	10612
LK433_RS12880	NZ_CP085932.1	3065491	3066915	+	1425	688	1246	622	285
LK433_RS12885	NZ_CP085932.1	3066961	3067500	+	540	164	323	226	74
LK433_RS12890	NZ_CP085932.1	3067538	3068056	-	519	975	1828	3318	1091
LK433_RS12895	NZ_CP085932.1	3068138	3068602	-	465	203	508	487	180
LK433_RS12900	NZ_CP085932.1	3068599	3069216	-	618	616	1152	971	365
LK433_RS12905	NZ_CP085932.1	3069260	3069772	-	513	288	697	473	217
LK433_RS12910	NZ_CP085932.1	3069785	3070447	-	663	428	920	571	300
LK433_RS12920	NZ_CP085932.1	3070750	3071589	-	840	736	1401	277	140
LK433_RS12925	NZ_CP085932.1	3071629	3072603	-	975	837	1416	277	122
LK433_RS12930	NZ_CP085932.1	3072652	3073377	-	726	166	352	193	56
LK433_RS12935	NZ_CP085932.1	3073480	3074427	+	948	283	513	272	131
LK433_RS12940	NZ_CP085932.1	3074469	3075161	+	693	679	1334	528	217
LK433_RS12945	NZ_CP085932.1	3075481	3076368	-	888	501	916	2488	1680
LK433_RS12950	NZ_CP085932.1	3076382	3077446	-	1065	473	904	2135	1597
LK433_RS12955	NZ_CP085932.1	3077481	3082958	-	5478	2020	3755	9913	7118
LK433_RS12960	NZ_CP085932.1	3083117	3085612	+	2496	781	1462	1404	745
LK433_RS12965	NZ_CP085932.1	3086435	3086842	+	408	189	278	423	161
LK433_RS12970	NZ_CP085932.1	3086957	3088228	-	1272	766	1606	3784	2508
LK433_RS12975	NZ_CP085932.1	3088262	3089851	-	1590	792	1427	3225	1995
LK433_RS12980	NZ_CP085932.1	3090099	3091415	-	1317	532	1175	3077	1728
LK433_RS12985	NZ_CP085932.1	3091608	3093926	-	2319	149	239	444	168
LK433_RS12990	NZ_CP085932.1	3093979	3094965	-	987	42	65	102	33
LK433_RS12995	NZ_CP085932.1	3095043	3096830	-	1788	56	125	247	83
LK433_RS13000	NZ_CP085932.1	3096855	3100031	-	3177	138	240	421	144
LK433_RS13005	NZ_CP085932.1	3100060	3101280	-	1221	33	65	147	52
LK433_RS13010	NZ_CP085932.1	3101460	3105593	-	4134	947	1947	1650	595
LK433_RS13015	NZ_CP085932.1	3105718	3107004	+	1287	797	1601	3192	1817
LK433_RS13020	NZ_CP085932.1	3107061	3108734	-	1674	745	1527	1004	401
LK433_RS13025	NZ_CP085932.1	3109014	3110369	-	1356	11856	22422	2516	1465
LK433_RS13030	NZ_CP085932.1	3110412	3111959	-	1548	11402	20977	1960	1266
LK433_RS13035	NZ_CP085932.1	3112018	3113544	-	1527	14058	26379	2465	1554
LK433_RS13040	NZ_CP085932.1	3113557	3116535	-	2979	25651	48197	4410	2445
LK433_RS13045	NZ_CP085932.1	3116915	3117742	+	828	164	308	199	55
LK433_RS13050	NZ_CP085932.1	3117945	3118196	-	252	39	133	123	47
LK433_RS13055	NZ_CP085932.1	3118230	3118574	-	345	87	179	150	55
LK433_RS13060	NZ_CP085932.1	3118571	3118732	-	162	43	102	75	18
LK433_RS13065	NZ_CP085932.1	3119175	3119435	-	261	62	172	48	18
LK433_RS13070	NZ_CP085932.1	3119553	3120704	-	1152	363	754	837	332
LK433_RS13075	NZ_CP085932.1	3121699	3124059	+	2361	1518	2466	1115	513
LK433_RS13080	NZ_CP085932.1	3124072	3124662	+	591	388	717	376	147
LK433_RS13085	NZ_CP085932.1	3124811	3126226	-	1416	1944	3651	3071	1263
LK433_RS13090	NZ_CP085932.1	3126537	3127436	-	900	1232	2641	4781	1903
LK433_RS13095	NZ_CP085932.1	3127487	3128827	-	1341	1132	2064	2961	1455
LK433_RS13100	NZ_CP085932.1	3128883	3129260	-	378	292	627	334	138
LK433_RS13105	NZ_CP085932.1	3129327	3129779	-	453	395	828	532	240
